,Fighter1,Fighter2,Winner,WeightClass
0,Kendall Grove,Evan Tanner,Kendall Grove,Middleweight
0,Amir Sadollah,CB Dollaway,Amir Sadollah,Middleweight
0,Diego Sanchez,Luigi Fioravanti,Diego Sanchez,Welterweight
0,Spencer Fisher,Jeremy Stephens,Spencer Fisher,Lightweight
0,Matthew Riddle,Dante Rivera,Matthew Riddle,Middleweight
0,Dustin Hazelett,Joshua Burkman,Dustin Hazelett,Welterweight
0,Drew McFedries,Marvin Eastman,Drew McFedries,Middleweight
0,Matt Brown,Matt Arroyo,Matt Brown,Welterweight
0,Dean Lister,Jeremy Horn,Dean Lister,Middleweight
0,Rob Kimmons,Rob Yundt,Rob Kimmons,Middleweight
0,Thiago Alves,Matt Hughes,Thiago Alves,Welterweight
0,Michael Bisping,Jason Day,Michael Bisping,Middleweight
0,Mike Swick,Marcus Davis,Mike Swick,Welterweight
0,Thales Leites,Nate Marquardt,Thales Leites,Middleweight
0,Fabricio Werdum,Brandon Vera,Fabricio Werdum,Heavyweight
0,Martin Kampmann,Jorge Rivera,Martin Kampmann,Middleweight
0,Matt Wiman,Thiago Tavares,Matt Wiman,Lightweight
0,Kevin Burns,Roan Carneiro,Kevin Burns,Welterweight
0,Luiz Cane,Jason Lambert,Luiz Cane,Light Heavyweight
0,Paul Taylor,Jess Liaudin,Paul Taylor,Welterweight
0,Antoni Hardonk,Eddie Sanchez,Antoni Hardonk,Heavyweight
0,BJ Penn,Sean Sherk,BJ Penn,Lightweight
0,Wanderlei Silva,Keith Jardine,Wanderlei Silva,Light Heavyweight
0,Goran Reljic,Wilson Gouveia,Goran Reljic,Light Heavyweight
0,Lyoto Machida,Tito Ortiz,Lyoto Machida,Light Heavyweight
0,Thiago Silva,Antonio Mendes,Thiago Silva,Light Heavyweight
0,Rousimar Palhares,Ivan Salaverry,Rousimar Palhares,Middleweight
0,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Rameau Thierry Sokoudjou,Light Heavyweight
0,Rich Clementi,Terry Etim,Rich Clementi,Lightweight
0,Yoshiyuki Yoshida,Jon Koppenhaver,Yoshiyuki Yoshida,Welterweight
0,Dong Hyun Kim,Jason Tan,Dong Hyun Kim,Welterweight
0,Shane Carwin,Christian Wellisch,Shane Carwin,Heavyweight
0,Georges St-Pierre,Matt Serra,Georges St-Pierre,Welterweight
0,Rich Franklin,Travis Lutter,Rich Franklin,Middleweight
0,Nate Quarry,Kalib Starnes,Nate Quarry,Middleweight
0,Michael Bisping,Charles McCarthy,Michael Bisping,Middleweight
0,Mac Danzig,Mark Bocek,Mac Danzig,Lightweight
0,Jason MacDonald,Joe Doerksen,Jason MacDonald,Middleweight
0,Jason Day,Alan Belcher,Jason Day,Middleweight
0,Demian Maia,Ed Herman,Demian Maia,Middleweight
0,Rich Clementi,Sam Stout,Rich Clementi,Lightweight
0,Cain Velasquez,Brad Morris,Cain Velasquez,Heavyweight
0,Jonathan Goulet,Kuniyoshi Hironaka,Jonathan Goulet,Welterweight
0,Kenny Florian,Joe Lauzon,Kenny Florian,Lightweight
0,Gray Maynard,Frankie Edgar,Gray Maynard,Lightweight
0,Thiago Alves,Karo Parisyan,Thiago Alves,Welterweight
0,Matt Hamill,Tim Boetsch,Matt Hamill,Light Heavyweight
0,Nate Diaz,Kurt Pellegrino,Nate Diaz,Lightweight
0,James Irvin,Houston Alexander,James Irvin,Light Heavyweight
0,Josh Neer,Din Thomas,Josh Neer,Lightweight
0,Marcus Aurelio,Ryan Roberts,Marcus Aurelio,Lightweight
0,Manvel Gamburyan,Jeff Cox,Manvel Gamburyan,Lightweight
0,Clay Guida,Samy Schiavo,Clay Guida,Lightweight
0,George Sotiropoulos,Roman Mitichyan,George Sotiropoulos,Welterweight
0,Anthony Johnson,Tommy Speer,Anthony Johnson,Welterweight
0,Anderson Silva,Dan Henderson,Anderson Silva,Middleweight
0,Heath Herring,Cheick Kongo,Heath Herring,Heavyweight
0,Chris Leben,Alessio Sakara,Chris Leben,Middleweight
0,Yushin Okami,Evan Tanner,Yushin Okami,Middleweight
0,Jon Fitch,Chris Wilson,Jon Fitch,Welterweight
0,Andrei Arlovski,Jake O'Brien,Andrei Arlovski,Heavyweight
0,Luigi Fioravanti,Luke Cummo,Luigi Fioravanti,Welterweight
0,Josh Koscheck,Dustin Hazelett,Josh Koscheck,Welterweight
0,Diego Sanchez,David Bielkheden,Diego Sanchez,Welterweight
0,Jorge Gurgel,John Halverson,Jorge Gurgel,Lightweight
0,Minotauro Nogueira,Tim Sylvia,Minotauro Nogueira,Heavyweight
0,Frank Mir,Brock Lesnar,Frank Mir,Heavyweight
0,Nate Marquardt,Jeremy Horn,Nate Marquardt,Middleweight
0,Ricardo Almeida,Rob Yundt,Ricardo Almeida,Middleweight
0,Tyson Griffin,Gleison Tibau,Tyson Griffin,Lightweight
0,Chris Lytle,Kyle Bradley,Chris Lytle,Welterweight
0,Tim Boetsch,David Heath,Tim Boetsch,Light Heavyweight
0,Marvin Eastman,Terry Martin,Marvin Eastman,Middleweight
0,Rob Emerson,Keita Nakamura,Rob Emerson,Lightweight
0,Mike Swick,Joshua Burkman,Mike Swick,Welterweight
0,Patrick Cote,Drew McFedries,Patrick Cote,Middleweight
0,Thiago Tavares,Michihiro Omigawa,Thiago Tavares,Lightweight
0,Nate Diaz,Alvin Robinson,Nate Diaz,Lightweight
0,Kurt Pellegrino,Alberto Crane,Kurt Pellegrino,Lightweight
0,Gray Maynard,Dennis Siver,Gray Maynard,Lightweight
0,Jeremy Stephens,Cole Miller,Jeremy Stephens,Lightweight
0,Corey Hill,Joe Veres,Corey Hill,Lightweight
0,Matt Wiman,Justin Buchholz,Matt Wiman,Lightweight
0,BJ Penn,Joe Stevenson,BJ Penn,Lightweight
0,Fabricio Werdum,Gabriel Gonzaga,Fabricio Werdum,Heavyweight
0,Marcus Davis,Jess Liaudin,Marcus Davis,Welterweight
0,Wilson Gouveia,Jason Lambert,Wilson Gouveia,Light Heavyweight
0,Jorge Rivera,Kendall Grove,Jorge Rivera,Middleweight
0,Antoni Hardonk,Colin Robinson,Antoni Hardonk,Heavyweight
0,Paul Kelly,Paul Taylor,Paul Kelly,Welterweight
0,Alessio Sakara,James Lee,Alessio Sakara,Light Heavyweight
0,Sam Stout,Per Eklund,Sam Stout,Lightweight
0,Georges St-Pierre,Matt Hughes,Georges St-Pierre,Welterweight
0,Chuck Liddell,Wanderlei Silva,Chuck Liddell,Light Heavyweight
0,Eddie Sanchez,Soa Palelei,Eddie Sanchez,Heavyweight
0,Lyoto Machida,Rameau Thierry Sokoudjou,Lyoto Machida,Light Heavyweight
0,Rich Clementi,Melvin Guillard,Rich Clementi,Lightweight
0,James Irvin,Luiz Cane,James Irvin,Light Heavyweight
0,Manvel Gamburyan,Nate Mohr,Manvel Gamburyan,Lightweight
0,Dean Lister,Jordan Radev,Dean Lister,Middleweight
0,Roan Carneiro,Tony DeSouza,Roan Carneiro,Welterweight
0,Mark Bocek,Doug Evans,Mark Bocek,Lightweight
0,Roger Huerta,Clay Guida,Roger Huerta,Lightweight
0,Mac Danzig,Tommy Speer,Mac Danzig,Welterweight
0,Jon Koppenhaver,Jared Rollins,Jon Koppenhaver,Welterweight
0,George Sotiropoulos,Billy Miles,George Sotiropoulos,Welterweight
0,Ben Saunders,Dan Barrera,Ben Saunders,Welterweight
0,Troy Mandaloniz,Richie Hightower,Troy Mandaloniz,Welterweight
0,Matt Arroyo,John Kolosci,Matt Arroyo,Welterweight
0,Roman Mitichyan,Dorian Price,Roman Mitichyan,Welterweight
0,Jonathan Goulet,Paul Georgieff,Jonathan Goulet,Welterweight
0,Rashad Evans,Michael Bisping,Rashad Evans,Light Heavyweight
0,Thiago Silva,Houston Alexander,Thiago Silva,Light Heavyweight
0,Karo Parisyan,Ryo Chonan,Karo Parisyan,Welterweight
0,Ed Herman,Joe Doerksen,Ed Herman,Middleweight
0,Frankie Edgar,Spencer Fisher,Frankie Edgar,Lightweight
0,Thiago Alves,Chris Lytle,Thiago Alves,Welterweight
0,Joe Lauzon,Jason Reinhardt,Joe Lauzon,Lightweight
0,Marcus Aurelio,Luke Caudillo,Marcus Aurelio,Lightweight
0,Akihiro Gono,Tamdan McCrory,Akihiro Gono,Welterweight
0,Anderson Silva,Rich Franklin,Anderson Silva,Middleweight
0,Tim Sylvia,Brandon Vera,Tim Sylvia,Heavyweight
0,Alvin Robinson,Jorge Gurgel,Alvin Robinson,Lightweight
0,Stephan Bonnar,Eric Schafer,Stephan Bonnar,Light Heavyweight
0,Alan Belcher,Kalib Starnes,Alan Belcher,Middleweight
0,Yushin Okami,Jason MacDonald,Yushin Okami,Middleweight
0,Demian Maia,Ryan Jensen,Demian Maia,Middleweight
0,Joshua Burkman,Forrest Petz,Joshua Burkman,Welterweight
0,Matt Grice,Jason Black,Matt Grice,Lightweight
0,Keith Jardine,Chuck Liddell,Keith Jardine,Light Heavyweight
0,Forrest Griffin,Mauricio Rua,Forrest Griffin,Light Heavyweight
0,Jon Fitch,Diego Sanchez,Jon Fitch,Welterweight
0,Lyoto Machida,Kazuhiro Nakamura,Lyoto Machida,Light Heavyweight
0,Tyson Griffin,Thiago Tavares,Tyson Griffin,Lightweight
0,Rich Clementi,Anthony Johnson,Rich Clementi,Welterweight
0,Jeremy Stephens,Diego Saraiva,Jeremy Stephens,Lightweight
0,Christian Wellisch,Scott Junk,Christian Wellisch,Heavyweight
0,Matt Wiman,Michihiro Omigawa,Matt Wiman,Lightweight
0,Kenny Florian,Din Thomas,Kenny Florian,Lightweight
0,Chris Leben,Terry Martin,Chris Leben,Middleweight
0,Nate Diaz,Junior Assuncao,Nate Diaz,Lightweight
0,Nate Quarry,Pete Sell,Nate Quarry,Middleweight
0,Luke Cummo,Edilberto de Oliveira,Luke Cummo,Welterweight
0,Cole Miller,Leonard Garcia,Cole Miller,Lightweight
0,Gray Maynard,Joe Veres,Gray Maynard,Lightweight
0,Thiago Alves,Kuniyoshi Hironaka,Thiago Alves,Welterweight
0,Dustin Hazelett,Jonathan Goulet,Dustin Hazelett,Welterweight
0,Rampage Jackson,Dan Henderson,Rampage Jackson,Light Heavyweight
0,Michael Bisping,Matt Hamill,Michael Bisping,Light Heavyweight
0,Cheick Kongo,Mirko Cro Cop,Cheick Kongo,Heavyweight
0,Marcus Davis,Paul Taylor,Marcus Davis,Welterweight
0,Houston Alexander,Alessio Sakara,Houston Alexander,Light Heavyweight
0,Gleison Tibau,Terry Etim,Gleison Tibau,Lightweight
0,Thiago Silva,Tomasz Drwal,Thiago Silva,Light Heavyweight
0,Dennis Siver,Naoyuki Kotani,Dennis Siver,Lightweight
0,Jess Liaudin,Anthony Torres,Jess Liaudin,Welterweight
0,Randy Couture,Gabriel Gonzaga,Randy Couture,Heavyweight
0,Georges St-Pierre,Josh Koscheck,Georges St-Pierre,Welterweight
0,Roger Huerta,Alberto Crane,Roger Huerta,Lightweight
0,Joe Stevenson,Kurt Pellegrino,Joe Stevenson,Lightweight
0,Patrick Cote,Kendall Grove,Patrick Cote,Middleweight
0,Renato Sobral,David Heath,Renato Sobral,Light Heavyweight
0,Frank Mir,Antoni Hardonk,Frank Mir,Heavyweight
0,Thales Leites,Ryan Jensen,Thales Leites,Middleweight
0,Clay Guida,Marcus Aurelio,Clay Guida,Lightweight
0,Kenny Florian,Alvin Robinson,Kenny Florian,Lightweight
0,Anderson Silva,Nate Marquardt,Anderson Silva,Middleweight
0,draw,Rashad Evans,draw,0
0,Sean Sherk,Hermes Franca,Sean Sherk,Lightweight
0,Minotauro Nogueira,Heath Herring,Minotauro Nogueira,Heavyweight
0,Stephan Bonnar,Mike Nickels,Stephan Bonnar,Light Heavyweight
0,Jorge Gurgel,Diego Saraiva,Jorge Gurgel,Lightweight
0,Chris Lytle,Jason Gilliam,Chris Lytle,Welterweight
0,Frankie Edgar,Mark Bocek,Frankie Edgar,Lightweight
0,BJ Penn,Jens Pulver,BJ Penn,Lightweight
0,Nate Diaz,Manvel Gamburyan,Nate Diaz,Lightweight
0,Thales Leites,Floyd Sword,Thales Leites,Middleweight
0,Roger Huerta,Doug Evans,Roger Huerta,Lightweight
0,Joe Lauzon,Brandon Melendez,Joe Lauzon,Lightweight
0,Cole Miller,Andy Wang,Cole Miller,Lightweight
0,nc,Gray Maynard,nc,0
0,Leonard Garcia,Allen Berube,Leonard Garcia,Lightweight
0,Matt Wiman,Brian Geraghty,Matt Wiman,Lightweight
0,Rich Franklin,Yushin Okami,Rich Franklin,Middleweight
0,Forrest Griffin,Hector Ramirez,Forrest Griffin,Light Heavyweight
0,Jason MacDonald,Rory Singer,Jason MacDonald,Middleweight
0,Tyson Griffin,Clay Guida,Tyson Griffin,Lightweight
0,Ed Herman,Scott Smith,Ed Herman,Middleweight
0,Marcus Davis,Jason Tan,Marcus Davis,Welterweight
0,Eddie Sanchez,Colin Robinson,Eddie Sanchez,Heavyweight
0,Dustin Hazelett,Stevie Lynch,Dustin Hazelett,Welterweight
0,Spencer Fisher,Sam Stout,Spencer Fisher,Lightweight
0,Jon Fitch,Roan Carneiro,Jon Fitch,Welterweight
0,Drew McFedries,Jordan Radev,Drew McFedries,Middleweight
0,Thiago Tavares,Jason Black,Thiago Tavares,Lightweight
0,Forrest Petz,Luigi Fioravanti,Forrest Petz,Welterweight
0,Tamdan McCrory,Pete Spratt,Tamdan McCrory,Welterweight
0,Gleison Tibau,Jeff Cox,Gleison Tibau,Lightweight
0,Anthony Johnson,Chad Reiner,Anthony Johnson,Welterweight
0,Nate Mohr,Luke Caudillo,Nate Mohr,Lightweight
0,Rampage Jackson,Chuck Liddell,Rampage Jackson,Light Heavyweight
0,Karo Parisyan,Joshua Burkman,Karo Parisyan,Welterweight
0,Terry Martin,Ivan Salaverry,Terry Martin,Middleweight
0,Houston Alexander,Keith Jardine,Houston Alexander,Light Heavyweight
0,Kalib Starnes,Chris Leben,Kalib Starnes,Middleweight
0,Thiago Silva,James Irvin,Thiago Silva,Light Heavyweight
0,Alan Belcher,Sean Salmon,Alan Belcher,Light Heavyweight
0,Din Thomas,Jeremy Stephens,Din Thomas,Lightweight
0,Wilson Gouveia,Carmelo Marrero,Wilson Gouveia,Light Heavyweight
0,Gabriel Gonzaga,Mirko Cro Cop,Gabriel Gonzaga,Heavyweight
0,Andrei Arlovski,Fabricio Werdum,Andrei Arlovski,Heavyweight
0,Michael Bisping,Elvis Sinosic,Michael Bisping,Light Heavyweight
0,Lyoto Machida,David Heath,Lyoto Machida,Light Heavyweight
0,Cheick Kongo,Assuerio Silva,Cheick Kongo,Heavyweight
0,Terry Etim,Matt Grice,Terry Etim,Lightweight
0,Junior Assuncao,David Lee,Junior Assuncao,Lightweight
0,Alessio Sakara,Victor Valimaki,Alessio Sakara,Light Heavyweight
0,Jess Liaudin,Dennis Siver,Jess Liaudin,Welterweight
0,Paul Taylor,Edilberto de Oliveira,Paul Taylor,Welterweight
0,Matt Serra,Georges St-Pierre,Matt Serra,Welterweight
0,Josh Koscheck,Diego Sanchez,Josh Koscheck,Welterweight
0,Roger Huerta,Leonard Garcia,Roger Huerta,Lightweight
0,Yushin Okami,Mike Swick,Yushin Okami,Middleweight
0,Kendall Grove,Alan Belcher,Kendall Grove,Middleweight
0,Heath Herring,Brad Imes,Heath Herring,Heavyweight
0,Thales Leites,Pete Sell,Thales Leites,Middleweight
0,Marcus Davis,Pete Spratt,Marcus Davis,Welterweight
0,Luke Cummo,Josh Haynes,Luke Cummo,Welterweight
0,Joe Stevenson,Melvin Guillard,Joe Stevenson,Lightweight
0,Justin McCully,Antoni Hardonk,Justin McCully,Heavyweight
0,Kenny Florian,Dokonjonosuke Mishima,Kenny Florian,Lightweight
0,Wilson Gouveia,Seth Petruzelli,Wilson Gouveia,Light Heavyweight
0,Drew Fickett,Keita Nakamura,Drew Fickett,Welterweight
0,Kurt Pellegrino,Nate Mohr,Kurt Pellegrino,Lightweight
0,Kuniyoshi Hironaka,Forrest Petz,Kuniyoshi Hironaka,Welterweight
0,Roan Carneiro,Rich Clementi,Roan Carneiro,Welterweight
0,Thiago Tavares,Naoyuki Kotani,Thiago Tavares,Lightweight
0,Randy Couture,Tim Sylvia,Randy Couture,Heavyweight
0,Martin Kampmann,Drew McFedries,Martin Kampmann,Middleweight
0,Rich Franklin,Jason MacDonald,Rich Franklin,Middleweight
0,Matt Hughes,Chris Lytle,Matt Hughes,Welterweight
0,Jason Lambert,Renato Sobral,Jason Lambert,Light Heavyweight
0,Matt Hamill,Rex Holman,Matt Hamill,Light Heavyweight
0,Jon Fitch,Luigi Fioravanti,Jon Fitch,Welterweight
0,Gleison Tibau,Jason Dent,Gleison Tibau,Lightweight
0,Jamie Varner,Jason Gilliam,Jamie Varner,Lightweight
0,Anderson Silva,Travis Lutter,Anderson Silva,Middleweight
0,Mirko Cro Cop,Eddie Sanchez,Mirko Cro Cop,Heavyweight
0,Roger Huerta,John Halverson,Roger Huerta,Lightweight
0,Rampage Jackson,Marvin Eastman,Rampage Jackson,Light Heavyweight
0,Patrick Cote,Scott Smith,Patrick Cote,Middleweight
0,Terry Martin,Jorge Rivera,Terry Martin,Middleweight
0,Frankie Edgar,Tyson Griffin,Frankie Edgar,Lightweight
0,Lyoto Machida,Sam Hoger,Lyoto Machida,Light Heavyweight
0,Dustin Hazelett,Diego Saraiva,Dustin Hazelett,Lightweight
0,Rashad Evans,Sean Salmon,Rashad Evans,Light Heavyweight
0,Jake O'Brien,Heath Herring,Jake O'Brien,Heavyweight
0,Hermes Franca,Spencer Fisher,Hermes Franca,Lightweight
0,Nate Marquardt,Dean Lister,Nate Marquardt,Middleweight
0,Joshua Burkman,Chad Reiner,Joshua Burkman,Welterweight
0,Ed Herman,Chris Price,Ed Herman,Middleweight
0,Din Thomas,Clay Guida,Din Thomas,Lightweight
0,Rich Clementi,Ross Pointon,Rich Clementi,Welterweight
0,Chuck Liddell,Tito Ortiz,Chuck Liddell,Light Heavyweight
0,Keith Jardine,Forrest Griffin,Keith Jardine,Light Heavyweight
0,Jason MacDonald,Chris Leben,Jason MacDonald,Middleweight
0,Andrei Arlovski,Marcio Cruz,Andrei Arlovski,Heavyweight
0,Michael Bisping,Eric Schafer,Michael Bisping,Light Heavyweight
0,Thiago Alves,Tony DeSouza,Thiago Alves,Welterweight
0,Gabriel Gonzaga,Carmelo Marrero,Gabriel Gonzaga,Heavyweight
0,Yushin Okami,Rory Singer,Yushin Okami,Middleweight
0,Christian Wellisch,Anthony Perosh,Christian Wellisch,Heavyweight
0,Diego Sanchez,Joe Riggs,Diego Sanchez,Welterweight
0,Josh Koscheck,Jeff Joslin,Josh Koscheck,Welterweight
0,Karo Parisyan,Drew Fickett,Karo Parisyan,Welterweight
0,Marcus Davis,Shonie Carter,Marcus Davis,Welterweight
0,David Heath,Victor Valimaki,David Heath,Light Heavyweight
0,Alan Belcher,Jorge Santiago,Alan Belcher,Middleweight
0,Luigi Fioravanti,Dave Menne,Luigi Fioravanti,Welterweight
0,Brock Larson,Keita Nakamura,Brock Larson,Welterweight
0,Logan Clark,Steve Byrnes,Logan Clark,Middleweight
0,Georges St-Pierre,Matt Hughes,Georges St-Pierre,Welterweight
0,Tim Sylvia,Jeff Monson,Tim Sylvia,Heavyweight
0,Drew McFedries,Alessio Sakara,Drew McFedries,Light Heavyweight
0,Brandon Vera,Frank Mir,Brandon Vera,Heavyweight
0,Joe Stevenson,Dokonjonosuke Mishima,Joe Stevenson,Lightweight
0,Nick Diaz,Gleison Tibau,Nick Diaz,Welterweight
0,Antoni Hardonk,Sherman Pendergarst,Antoni Hardonk,Heavyweight
0,James Irvin,Hector Ramirez,James Irvin,Light Heavyweight
0,Jake O'Brien,Josh Shockman,Jake O'Brien,Heavyweight
0,Matt Serra,Chris Lytle,Matt Serra,Welterweight
0,Travis Lutter,Patrick Cote,Travis Lutter,Middleweight
0,Din Thomas,Rich Clementi,Din Thomas,Lightweight
0,Jorge Rivera,Edwin DeWees,Jorge Rivera,Middleweight
0,Pete Spratt,Jeremy Jackson,Pete Spratt,Welterweight
0,Scott Smith,Pete Sell,Scott Smith,Middleweight
0,Charles McCarthy,Gideon Ray,Charles McCarthy,Middleweight
0,Martin Kampmann,Thales Leites,Martin Kampmann,Middleweight
0,Anderson Silva,Rich Franklin,Anderson Silva,Middleweight
0,Sean Sherk,Kenny Florian,Sean Sherk,Lightweight
0,Jon Fitch,Kuniyoshi Hironaka,Jon Fitch,Welterweight
0,Carmelo Marrero,Cheick Kongo,Carmelo Marrero,Heavyweight
0,Spencer Fisher,Dan Lauzon,Spencer Fisher,Lightweight
0,Yushin Okami,Kalib Starnes,Yushin Okami,Middleweight
0,Clay Guida,Justin James,Clay Guida,Lightweight
0,Kurt Pellegrino,Junior Assuncao,Kurt Pellegrino,Lightweight
0,Tito Ortiz,Ken Shamrock,Tito Ortiz,Light Heavyweight
0,Kendall Grove,Chris Price,Kendall Grove,Middleweight
0,Jason MacDonald,Ed Herman,Jason MacDonald,Middleweight
0,Matt Hamill,Seth Petruzelli,Matt Hamill,Light Heavyweight
0,Nate Marquardt,Crafton Wallace,Nate Marquardt,Middleweight
0,Tony DeSouza,Dustin Hazelett,Tony DeSouza,Welterweight
0,Rory Singer,Josh Haynes,Rory Singer,Middleweight
0,Thiago Alves,John Alessio,Thiago Alves,Welterweight
0,Marcus Davis,Forrest Petz,Marcus Davis,Welterweight
0,Matt Hughes,BJ Penn,Matt Hughes,Welterweight
0,Mike Swick,David Loiseau,Mike Swick,Middleweight
0,Melvin Guillard,Gabe Ruediger,Melvin Guillard,Lightweight
0,Rashad Evans,Jason Lambert,Rashad Evans,Light Heavyweight
0,Joe Lauzon,Jens Pulver,Joe Lauzon,Lightweight
0,Roger Huerta,Jason Dent,Roger Huerta,Lightweight
0,Eddie Sanchez,Mario Neto,Eddie Sanchez,Heavyweight
0,Jorge Gurgel,Danny Abbadi,Jorge Gurgel,Lightweight
0,Tyson Griffin,David Lee,Tyson Griffin,Lightweight
0,Chuck Liddell,Renato Sobral,Chuck Liddell,Light Heavyweight
0,Forrest Griffin,Stephan Bonnar,Forrest Griffin,Light Heavyweight
0,Nick Diaz,Josh Neer,Nick Diaz,Welterweight
0,Cheick Kongo,Christian Wellisch,Cheick Kongo,Heavyweight
0,Hermes Franca,Jamie Varner,Hermes Franca,Lightweight
0,Eric Schafer,Rob MacDonald,Eric Schafer,Light Heavyweight
0,Wilson Gouveia,Wes Combs,Wilson Gouveia,Light Heavyweight
0,David Heath,Cory Walmsley,David Heath,Light Heavyweight
0,Yushin Okami,Alan Belcher,Yushin Okami,Middleweight
0,Diego Sanchez,Karo Parisyan,Diego Sanchez,Welterweight
0,Chris Leben,Jorge Santiago,Chris Leben,Middleweight
0,Dean Lister,Yuki Sasaki,Dean Lister,Middleweight
0,Josh Koscheck,Jonathan Goulet,Josh Koscheck,Welterweight
0,Martin Kampmann,Crafton Wallace,Martin Kampmann,Middleweight
0,Joe Riggs,Jason Von Flue,Joe Riggs,Welterweight
0,Jake O'Brien,Kristof Midoux,Jake O'Brien,Heavyweight
0,Forrest Petz,Sammy Morgan,Forrest Petz,Welterweight
0,Anthony Torres,Pat Healy,Anthony Torres,Welterweight
0,Tim Sylvia,Andrei Arlovski,Tim Sylvia,Heavyweight
0,Joshua Burkman,Josh Neer,Joshua Burkman,Welterweight
0,Tito Ortiz,Ken Shamrock,Tito Ortiz,Light Heavyweight
0,Frank Mir,Dan Christison,Frank Mir,Heavyweight
0,Joe Stevenson,Yves Edwards,Joe Stevenson,Lightweight
0,Hermes Franca,Joe Jordan,Hermes Franca,Catch Weight
0,Jeff Monson,Anthony Perosh,Jeff Monson,Heavyweight
0,Cheick Kongo,Gilbert Aldana,Cheick Kongo,Heavyweight
0,Drew Fickett,Kurt Pellegrino,Drew Fickett,Welterweight
0,Jonathan Goulet,Luke Cummo,Jonathan Goulet,Welterweight
0,Anderson Silva,Chris Leben,Anderson Silva,Middleweight
0,Rashad Evans,Stephan Bonnar,Rashad Evans,Light Heavyweight
0,Mark Hominick,Jorge Gurgel,Mark Hominick,Lightweight
0,Josh Koscheck,Dave Menne,Josh Koscheck,Welterweight
0,Jason Lambert,Branden Lee Hinkle,Jason Lambert,Light Heavyweight
0,Jon Fitch,Thiago Alves,Jon Fitch,Welterweight
0,Rob MacDonald,Kristian Rothaermel,Rob MacDonald,Light Heavyweight
0,Jorge Santiago,Justin Levens,Jorge Santiago,Middleweight
0,Kenny Florian,Sam Stout,Kenny Florian,Lightweight
0,Michael Bisping,Josh Haynes,Michael Bisping,Light Heavyweight
0,Kendall Grove,Ed Herman,Kendall Grove,Middleweight
0,Keith Jardine,Wilson Gouveia,Keith Jardine,Light Heavyweight
0,Rory Singer,Ross Pointon,Rory Singer,Middleweight
0,Kalib Starnes,Danny Abbadi,Kalib Starnes,Middleweight
0,Luigi Fioravanti,Solomon Hutcherson,Luigi Fioravanti,Middleweight
0,Matt Hamill,Jesse Forbes,Matt Hamill,Light Heavyweight
0,Mike Nickels,Wes Combs,Mike Nickels,Light Heavyweight
0,Matt Hughes,Royce Gracie,Matt Hughes,Catch Weight
0,Dean Lister,Alessio Sakara,Dean Lister,Light Heavyweight
0,Diego Sanchez,John Alessio,Diego Sanchez,Welterweight
0,Brandon Vera,Assuerio Silva,Brandon Vera,Heavyweight
0,Mike Swick,Joe Riggs,Mike Swick,Middleweight
0,Jeremy Horn,Chael Sonnen,Jeremy Horn,Middleweight
0,Spencer Fisher,Matt Wiman,Spencer Fisher,Lightweight
0,Gabriel Gonzaga,Fabiano Scherner,Gabriel Gonzaga,Heavyweight
0,Melvin Guillard,Rick Davis,Melvin Guillard,Lightweight
0,Tim Sylvia,Andrei Arlovski,Tim Sylvia,Heavyweight
0,Sean Sherk,Nick Diaz,Sean Sherk,Welterweight
0,Tito Ortiz,Forrest Griffin,Tito Ortiz,Light Heavyweight
0,Evan Tanner,Justin Levens,Evan Tanner,Middleweight
0,Jeff Monson,Marcio Cruz,Jeff Monson,Heavyweight
0,Karo Parisyan,Nick Thompson,Karo Parisyan,Welterweight
0,David Terrell,Scott Smith,David Terrell,Middleweight
0,Jason Lambert,Terry Martin,Jason Lambert,Light Heavyweight
0,Thiago Alves,Derrick Noble,Thiago Alves,Welterweight
0,Stephan Bonnar,Keith Jardine,Stephan Bonnar,Light Heavyweight
0,Rashad Evans,Sam Hoger,Rashad Evans,Light Heavyweight
0,Josh Neer,Joe Stevenson,Josh Neer,Welterweight
0,Chris Leben,Luigi Fioravanti,Chris Leben,Middleweight
0,Luke Cummo,Jason Von Flue,Luke Cummo,Welterweight
0,Jon Fitch,Joshua Burkman,Jon Fitch,Welterweight
0,Dan Christison,Brad Imes,Dan Christison,Heavyweight
0,Josh Koscheck,Ansar Chalangov,Josh Koscheck,Welterweight
0,Chael Sonnen,Trevor Prangley,Chael Sonnen,Middleweight
0,Rich Franklin,David Loiseau,Rich Franklin,Middleweight
0,Mike Swick,Steve Vigneault,Mike Swick,Middleweight
0,Georges St-Pierre,BJ Penn,Georges St-Pierre,Welterweight
0,Nate Marquardt,Joe Doerksen,Nate Marquardt,Middleweight
0,Mark Hominick,Yves Edwards,Mark Hominick,Lightweight
0,Sam Stout,Spencer Fisher,Sam Stout,Lightweight
0,Jason Lambert,Rob MacDonald,Jason Lambert,Light Heavyweight
0,Tom Murphy,Icho Larenas,Tom Murphy,Heavyweight
0,Chuck Liddell,Randy Couture,Chuck Liddell,Light Heavyweight
0,Brandon Vera,Justin Eilers,Brandon Vera,Heavyweight
0,Marcio Cruz,Frank Mir,Marcio Cruz,Heavyweight
0,Renato Sobral,Mike van Arsdale,Renato Sobral,Light Heavyweight
0,Joe Riggs,Nick Diaz,Joe Riggs,Welterweight
